sample	rank	taxid	name	reads	min	uniq	rpm	rpmm
DRR053751	G	265	Paracoccus	23	73	26	0.584147516448578	1014.46718419195
DRR053751	S	1499308	Paracoccus mutanolyticus	21	54	9	0.533352080235658	926.252646436133
DRR053751	S	147645	Paracoccus yeei	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	G	2683599	Paroceanicella	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	S	2579971	Paroceanicella profunda	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	G	1433986	Actibacterium	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	S	1609966	Actibacterium sp. EMB200-NS6	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	G	97050	Ruegeria	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	302485	Phaeobacter	1	10	8	0.0253977181064599	44.1072688779111
DRR053751	S	221822	Phaeobacter inhibens	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	G	125216	Roseomonas	10	59	46	0.253977181064599	441.072688779111
DRR053751	S	257708	Roseomonas gilardii	1	7	7	0.0253977181064599	44.1072688779111
DRR053751	S	2018065	Roseomonas sp. FDAARGOS_362	1	4	4	0.0253977181064599	44.1072688779111
DRR053751	G	191	Azospirillum	2	37	26	0.0507954362129198	88.2145377558222
DRR053751	G	13134	Magnetospirillum	1	6	6	0.0253977181064599	44.1072688779111
DRR053751	G	111830	Defluviicoccus	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	S	111831	Defluviicoccus vanus	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	G	74317	Maricaulis	1	5	3	0.0253977181064599	44.1072688779111
DRR053751	S	74318	Maricaulis maris	1	5	3	0.0253977181064599	44.1072688779111
DRR053751	G	1433402	Glycocaulis	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	S	1434191	Glycocaulis alkaliphilus	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	G	613	Serratia	399	1730	1689	10.1336895244775	17598.8002822865
DRR053751	S	614	Serratia liquefaciens	114	446	440	2.89533986413643	5028.22865208186
DRR053751	S	28151	Serratia proteamaculans	3	18	18	0.0761931543193798	132.321806633733
DRR053751	S	42906	Serratia entomophila	3	12	12	0.0761931543193798	132.321806633733
DRR053751	S	61651	Serratia ficaria	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	G	547	Enterobacter	3	22	19	0.0761931543193798	132.321806633733
DRR053751	S	208224	Enterobacter kobei	2	5	3	0.0507954362129198	88.2145377558222
DRR053751	G	570	Klebsiella	3	148	26	0.0761931543193798	132.321806633733
DRR053751	S	1134687	Klebsiella michiganensis	3	12	12	0.0761931543193798	132.321806633733
DRR053751	G	122277	Pectobacterium	5	17	10	0.1269885905323	220.536344389555
DRR053751	S	29471	Pectobacterium atrosepticum	5	11	7	0.1269885905323	220.536344389555
DRR053751	G	1082702	Lonsdalea	2	17	4	0.0507954362129198	88.2145377558222
DRR053751	S	1082704	Lonsdalea britannica	2	16	3	0.0507954362129198	88.2145377558222
DRR053751	G	286	Pseudomonas	178	1224	948	4.52079382294987	7851.09386026817
DRR053751	S	515393	Pseudomonas yamanorum	29	94	91	0.736533825087338	1279.11079745942
DRR053751	S	2018067	Pseudomonas sp. FDAARGOS_380	5	14	14	0.1269885905323	220.536344389555
DRR053751	S	2605424	Pseudomonas sp. J380	2	5	5	0.0507954362129198	88.2145377558222
DRR053751	S	2219057	Pseudomonas sp. LG1E9	2	5	3	0.0507954362129198	88.2145377558222
DRR053751	S	2126069	Pseudomonas sp. LBUM920	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	S	1573719	Pseudomonas sp. S35	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	S	43263	Pseudomonas alcaligenes	4	9	5	0.10159087242584	176.429075511644
DRR053751	S	46680	Pseudomonas nitroreducens	1	5	5	0.0253977181064599	44.1072688779111
DRR053751	S	287	Pseudomonas aeruginosa	1	4	4	0.0253977181064599	44.1072688779111
DRR053751	S	47883	Pseudomonas synxantha	2	8	7	0.0507954362129198	88.2145377558222
DRR053751	S	75588	Pseudomonas libanensis	1	6	6	0.0253977181064599	44.1072688779111
DRR053751	S	321662	Pseudomonas moraviensis	3	6	6	0.0761931543193798	132.321806633733
DRR053751	S	303	Pseudomonas putida	2	27	19	0.0507954362129198	88.2145377558222
DRR053751	S	1274359	Pseudomonas sihuiensis	1	5	5	0.0253977181064599	44.1072688779111
DRR053751	S	1615674	Pseudomonas lactis	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	S	312306	Pseudomonas entomophila	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	S	2599595	Pseudomonas eucalypticola	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	2901189	Halopseudomonas	1	6	6	0.0253977181064599	44.1072688779111
DRR053751	S	43306	Pseudomonas denitrificans (nom. rej.)	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	G	469	Acinetobacter	131	759	671	3.32710107194625	5778.05222300635
DRR053751	S	70348	Acinetobacter dispersus	22	96	88	0.558749798342118	970.359915314044
DRR053751	S	134534	Acinetobacter gyllenbergii	19	103	98	0.482556644022739	838.038108680311
DRR053751	S	470	Acinetobacter baumannii	6	36	35	0.15238630863876	264.643613267466
DRR053751	S	471	Acinetobacter calcoaceticus	2	5	1	0.0507954362129198	88.2145377558222
DRR053751	S	1827285	Acinetobacter sp. MYb10	2	7	4	0.0507954362129198	88.2145377558222
DRR053751	S	2925837	Acinetobacter sp. LUNF3	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	S	2609668	Acinetobacter sp. C16S1	1	10	3	0.0253977181064599	44.1072688779111
DRR053751	S	29430	Acinetobacter haemolyticus	3	7	7	0.0761931543193798	132.321806633733
DRR053751	S	40215	Acinetobacter junii	3	9	9	0.0761931543193798	132.321806633733
DRR053751	S	40214	Acinetobacter johnsonii	2	10	10	0.0507954362129198	88.2145377558222
DRR053751	S	28090	Acinetobacter lwoffii	1	5	5	0.0253977181064599	44.1072688779111
DRR053751	S	106648	Acinetobacter bereziniae	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	S	106649	Acinetobacter guillouiae	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	S	202956	Acinetobacter towneri	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	G	475	Moraxella	18	80	78	0.457158925916279	793.9308398024
DRR053751	S	34062	Moraxella osloensis	18	76	76	0.457158925916279	793.9308398024
DRR053751	G	745	Pasteurella	94	346	60	2.38738550200723	4146.08327452364
DRR053751	S	747	Pasteurella multocida	94	346	60	2.38738550200723	4146.08327452364
DRR053751	G	724	Haemophilus	8	44	43	0.203181744851679	352.858151023289
DRR053751	S	729	Haemophilus parainfluenzae	3	14	14	0.0761931543193798	132.321806633733
DRR053751	S	712310	Haemophilus sp. oral taxon 036	2	6	6	0.0507954362129198	88.2145377558222
DRR053751	S	726	Haemophilus haemolyticus	1	6	6	0.0253977181064599	44.1072688779111
DRR053751	S	727	Haemophilus influenzae	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	G	2745	Halomonas	49	268	40	1.24448818721654	2161.25617501764
DRR053751	S	2306583	Halomonas sp. JS92-SW72	49	207	16	1.24448818721654	2161.25617501764
DRR053751	G	40323	Stenotrophomonas	13	96	77	0.330170335383979	573.394495412844
DRR053751	S	40324	Stenotrophomonas maltophilia	2	13	13	0.0507954362129198	88.2145377558222
DRR053751	S	216778	Stenotrophomonas rhizophila	1	9	3	0.0253977181064599	44.1072688779111
DRR053751	G	68	Lysobacter	9	26	11	0.228579462958139	396.9654199012
DRR053751	S	69	Lysobacter enzymogenes	8	16	2	0.203181744851679	352.858151023289
DRR053751	S	84531	Lysobacter antibioticus	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	338	Xanthomonas	4	49	32	0.10159087242584	176.429075511644
DRR053751	S	339	Xanthomonas campestris	3	12	12	0.0761931543193798	132.321806633733
DRR053751	G	2709666	Pseudolysobacter	2	121	1	0.0507954362129198	88.2145377558222
DRR053751	S	2511995	Pseudolysobacter antarcticus	2	121	1	0.0507954362129198	88.2145377558222
DRR053751	G	323413	Dokdonella	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	S	323415	Dokdonella koreensis	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	662	Vibrio	27	106	40	0.685738388874418	1190.8962597036
DRR053751	S	55601	Vibrio anguillarum	27	57	14	0.685738388874418	1190.8962597036
DRR053751	G	2678529	Kineobactrum	5	23	2	0.1269885905323	220.536344389555
DRR053751	S	2708301	Kineobactrum salinum	5	23	2	0.1269885905323	220.536344389555
DRR053751	G	10	Cellvibrio	1	6	6	0.0253977181064599	44.1072688779111
DRR053751	G	48073	Microbulbifer	2	11	4	0.0507954362129198	88.2145377558222
DRR053751	S	2587856	Microbulbifer sp. THAF38	2	3	1	0.0507954362129198	88.2145377558222
DRR053751	G	53392	Thiodictyon	3	4	3	0.0761931543193798	132.321806633733
DRR053751	S	1166950	Candidatus Thiodictyon syntrophicum	3	4	3	0.0761931543193798	132.321806633733
DRR053751	G	1051	Ectothiorhodospira	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	S	1442136	Ectothiorhodospira sp. BSL-9	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	1193503	Gilliamella	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	S	1196095	Gilliamella apicola	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	445	Legionella	1	10	8	0.0253977181064599	44.1072688779111
DRR053751	S	28084	Legionella cherrii	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	G	22	Shewanella	1	11	10	0.0253977181064599	44.1072688779111
DRR053751	S	2593656	Shewanella eurypsychrophilus	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	642	Aeromonas	1	33	30	0.0253977181064599	44.1072688779111
DRR053751	S	644	Aeromonas hydrophila	1	5	5	0.0253977181064599	44.1072688779111
DRR053751	G	47420	Hydrogenophaga	22	55	9	0.558749798342118	970.359915314044
DRR053751	S	2184519	Hydrogenophaga sp. NH-16	22	48	2	0.558749798342118	970.359915314044
DRR053751	G	80865	Delftia	10	56	51	0.253977181064599	441.072688779111
DRR053751	S	80866	Delftia acidovorans	1	6	6	0.0253977181064599	44.1072688779111
DRR053751	S	558537	Delftia lacustris	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	12916	Acidovorax	5	38	32	0.1269885905323	220.536344389555
DRR053751	S	1842533	Acidovorax sp. RAC01	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	S	2478662	Acidovorax sp. 1608163	1	6	6	0.0253977181064599	44.1072688779111
DRR053751	G	283	Comamonas	2	88	17	0.0507954362129198	88.2145377558222
DRR053751	S	225991	Comamonas aquatica	1	6	4	0.0253977181064599	44.1072688779111
DRR053751	S	2597701	Comamonas sp. NLF-7-7	1	4	3	0.0253977181064599	44.1072688779111
DRR053751	G	28065	Rhodoferax	1	13	8	0.0253977181064599	44.1072688779111
DRR053751	S	2509614	Rhodoferax sediminis	1	4	2	0.0253977181064599	44.1072688779111
DRR053751	G	48736	Ralstonia	13	92	76	0.330170335383979	573.394495412844
DRR053751	S	329	Ralstonia pickettii	4	29	27	0.10159087242584	176.429075511644
DRR053751	S	305	Ralstonia solanacearum	1	15	8	0.0253977181064599	44.1072688779111
DRR053751	S	190721	Ralstonia insidiosa	1	12	12	0.0253977181064599	44.1072688779111
DRR053751	G	32008	Burkholderia	1	64	44	0.0253977181064599	44.1072688779111
DRR053751	G	93217	Pandoraea	1	26	10	0.0253977181064599	44.1072688779111
DRR053751	S	93222	Pandoraea sputorum	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	1822464	Paraburkholderia	1	46	32	0.0253977181064599	44.1072688779111
DRR053751	G	507	Alcaligenes	7	21	17	0.177784026745219	308.750882145378
DRR053751	S	511	Alcaligenes faecalis	6	17	13	0.15238630863876	264.643613267466
DRR053751	G	222	Achromobacter	3	52	26	0.0761931543193798	132.321806633733
DRR053751	S	217203	Achromobacter spanius	2	4	4	0.0507954362129198	88.2145377558222
DRR053751	S	217204	Achromobacter insolitus	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	G	149698	Massilia	2	45	26	0.0507954362129198	88.2145377558222
DRR053751	G	482	Neisseria	1	15	14	0.0253977181064599	44.1072688779111
DRR053751	S	495	Neisseria elongata	1	4	4	0.0253977181064599	44.1072688779111
DRR053751	G	146937	Azospira	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	G	50	Chondromyces	1	5	3	0.0253977181064599	44.1072688779111
DRR053751	S	52	Chondromyces crocatus	1	5	3	0.0253977181064599	44.1072688779111
DRR053751	G	893	Desulfobulbus	2	6	2	0.0507954362129198	88.2145377558222
DRR053751	S	1909699	Desulfobulbus oligotrophicus	2	5	1	0.0507954362129198	88.2145377558222
DRR053751	G	1652133	Halobacteriovorax	5	43	4	0.1269885905323	220.536344389555
DRR053751	S	97084	Halobacteriovorax marinus	5	19	3	0.1269885905323	220.536344389555
DRR053751	G	70774	Hydrogenophilus	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	S	297	Hydrogenophilus thermoluteolus	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	G	89966	Hymenobacter	9	80	22	0.228579462958139	396.9654199012
DRR053751	S	2584940	Hymenobacter sp. DG01	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	G	396811	Fulvivirga	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	S	2810512	Fulvivirga lutea	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	G	2058174	Antarcticibacterium	6	23	2	0.15238630863876	264.643613267466
DRR053751	S	2058175	Antarcticibacterium flavum	6	22	1	0.15238630863876	264.643613267466
DRR053751	G	292691	Gramella	1	6	6	0.0253977181064599	44.1072688779111
DRR053751	S	1913577	Gramella salexigens	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	2782229	Epilithonimonas	2	10	10	0.0507954362129198	88.2145377558222
DRR053751	S	2487072	Epilithonimonas vandammei	2	10	10	0.0507954362129198	88.2145377558222
DRR053751	G	838	Prevotella	7	46	36	0.177784026745219	308.750882145378
DRR053751	S	28132	Prevotella melaninogenica	1	4	3	0.0253977181064599	44.1072688779111
DRR053751	S	28133	Prevotella nigrescens	1	3	3	0.0253977181064599	44.1072688779111
DRR053751	S	52227	Prevotella dentalis	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	S	282402	Prevotella multiformis	1	4	4	0.0253977181064599	44.1072688779111
DRR053751	G	2836216	Phnomibacter	8	49	3	0.203181744851679	352.858151023289
DRR053751	S	2676868	Phnomibacter ginsenosidimutans	8	49	3	0.203181744851679	352.858151023289
DRR053751	G	79328	Chitinophaga	1	13	13	0.0253977181064599	44.1072688779111
DRR053751	S	2203219	Chitinophaga alhagiae	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	G	256319	Chlorobaculum	5	95	3	0.1269885905323	220.536344389555
DRR053751	S	274539	Chlorobaculum parvum	5	94	2	0.1269885905323	220.536344389555
DRR053751	G	173479	Gemmatimonas	1	4	3	0.0253977181064599	44.1072688779111
DRR053751	S	173480	Gemmatimonas aurantiaca	1	2	2	0.0253977181064599	44.1072688779111
DRR053751	G	1706036	Gemmatirosa	1	6	5	0.0253977181064599	44.1072688779111
DRR053751	S	861299	Gemmatirosa kalamazoonesis	1	6	5	0.0253977181064599	44.1072688779111
DRR053751	G	113	Gemmata	11	21	3	0.279374899171059	485.179957657022
DRR053751	S	1210884	Gemmata massiliana	11	12	1	0.279374899171059	485.179957657022
DRR053751	G	2795775	Lignipirellula	1	12	7	0.0253977181064599	44.1072688779111
DRR053751	S	2528010	Lignipirellula cremea	1	12	7	0.0253977181064599	44.1072688779111
DRR053751	G	178440	Opitutus	1	6	6	0.0253977181064599	44.1072688779111
DRR053751	S	1882749	Opitutus sp. GAS368	1	4	4	0.0253977181064599	44.1072688779111
DRR053751	G	2576890	Nibricoccus	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	S	2576891	Nibricoccus aquaticus	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	848	Fusobacterium	1	13	10	0.0253977181064599	44.1072688779111
DRR053751	S	851	Fusobacterium nucleatum	1	5	5	0.0253977181064599	44.1072688779111
DRR053751	G	32067	Leptotrichia	1	20	9	0.0253977181064599	44.1072688779111
DRR053751	S	157688	Leptotrichia hofstadii	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	G	212790	Sulfurihydrogenibium	1	10	1	0.0253977181064599	44.1072688779111
DRR053751	S	309806	Sulfurihydrogenibium azorense	1	10	1	0.0253977181064599	44.1072688779111
DRR053751	G	2560142	Gorganvirus	565	1833	10	14.3497107301499	24920.6069160198
DRR053751	S	2560650	Gorganvirus isfahan	565	1833	10	14.3497107301499	24920.6069160198
DRR053751	G	1982251	Pahexavirus	7	31	30	0.177784026745219	308.750882145378
DRR053751	S	1982259	Pahexavirus ouroboros	1	1	1	0.0253977181064599	44.1072688779111
DRR053751	S	1982265	Pahexavirus P100A	1	5	5	0.0253977181064599	44.1072688779111
DRR053751	S	749413	Deep-sea thermophilic phage D6E	1	6	6	0.0253977181064599	44.1072688779111
DRR053751	G	1623283	Chivirus	5	13	1	0.1269885905323	220.536344389555
DRR053751	S	1005056	Chivirus iEPS5	5	13	1	0.1269885905323	220.536344389555
DRR053751	G	153135	Gammaretrovirus	7	328	16	0.177784026745219	308.750882145378
DRR053751	S	11788	Abelson murine leukemia virus	6	33	10	0.15238630863876	264.643613267466
DRR053751	S	11970	Woolly monkey sarcoma virus	1	2	1	0.0253977181064599	44.1072688779111
DRR053751	G	11095	Pestivirus	5	39	8	0.1269885905323	220.536344389555
DRR053751	G	11572	Orthobunyavirus	1	10	2	0.0253977181064599	44.1072688779111
DRR053751	S	159150	Shamonda orthobunyavirus	1	10	2	0.0253977181064599	44.1072688779111
DRR053751	G	2060084	Pandoravirus	2	15	7	0.0507954362129198	88.2145377558222
DRR053769	G	5506	Fusarium	22	410	134	0.566970212209734	7239.22342875946
DRR053769	S	5127	Fusarium fujikuroi	16	116	24	0.41234197251617	5264.88976637052
DRR053769	S	117187	Fusarium verticillioides	1	53	17	0.0257713732822607	329.055610398157
DRR053769	S	5518	Fusarium graminearum	1	18	12	0.0257713732822607	329.055610398157
DRR053769	S	56646	Fusarium venenatum	1	55	19	0.0257713732822607	329.055610398157
DRR053769	G	98402	Drechmeria	1	45	18	0.0257713732822607	329.055610398157
DRR053769	S	98403	Drechmeria coniospora	1	45	18	0.0257713732822607	329.055610398157
DRR053769	G	5455	Colletotrichum	17	148	38	0.438113345798431	5593.94537676867
DRR053769	S	80884	Colletotrichum higginsianum	17	148	38	0.438113345798431	5593.94537676867
DRR053769	G	2609811	Thermothielavioides	5	109	40	0.128856866411303	1645.27805199079
DRR053769	S	2587410	Thermothielavioides terrestris	5	109	40	0.128856866411303	1645.27805199079
DRR053769	G	1920207	Thermothelomyces	1	130	33	0.0257713732822607	329.055610398157
DRR053769	S	78579	Thermothelomyces thermophilus	1	130	33	0.0257713732822607	329.055610398157
DRR053769	G	5140	Neurospora	1	106	41	0.0257713732822607	329.055610398157
DRR053769	S	5141	Neurospora crassa	1	106	41	0.0257713732822607	329.055610398157
DRR053769	G	48558	Pyricularia	1	219	62	0.0257713732822607	329.055610398157
DRR053769	S	318829	Pyricularia oryzae	1	24	16	0.0257713732822607	329.055610398157
DRR053769	G	29002	Cercospora	10	255	27	0.257713732822607	3290.55610398157
DRR053769	S	122368	Cercospora beticola	10	255	27	0.257713732822607	3290.55610398157
DRR053769	G	5052	Aspergillus	3	202	45	0.077314119846782	987.166831194472
DRR053769	G	4919	Pichia	13	36	14	0.335027852669389	4277.72293517604
DRR053769	S	4909	Pichia kudriavzevii	13	36	14	0.335027852669389	4277.72293517604
DRR053769	G	13366	Brettanomyces	7	126	29	0.180399612975825	2303.3892727871
DRR053769	S	13502	Brettanomyces nanus	4	73	16	0.103085493129043	1316.22244159263
DRR053769	S	5007	Brettanomyces bruxellensis	3	51	12	0.077314119846782	987.166831194472
DRR053769	G	461281	Ogataea	2	27	10	0.0515427465645213	658.111220796315
DRR053769	S	1005962	Ogataea parapolymorpha	2	27	10	0.0515427465645213	658.111220796315
DRR053769	G	4930	Saccharomyces	4	62	25	0.103085493129043	1316.22244159263
DRR053769	S	1080349	Saccharomyces eubayanus	4	30	8	0.103085493129043	1316.22244159263
DRR053769	G	4948	Torulaspora	3	40	15	0.077314119846782	987.166831194472
DRR053769	S	4950	Torulaspora delbrueckii	2	30	7	0.0515427465645213	658.111220796315
DRR053769	S	48254	Torulaspora globosa	1	10	8	0.0257713732822607	329.055610398157
DRR053769	G	71245	Kazachstania	3	22	10	0.077314119846782	987.166831194472
DRR053769	S	588726	Kazachstania naganishii	3	20	8	0.077314119846782	987.166831194472
DRR053769	G	33170	Eremothecium	2	460	33	0.0515427465645213	658.111220796315
DRR053769	S	33169	Eremothecium gossypii	1	41	16	0.0257713732822607	329.055610398157
DRR053769	S	45286	Eremothecium sinecaudum	1	29	8	0.0257713732822607	329.055610398157
DRR053769	G	278028	Naumovozyma	2	394	23	0.0515427465645213	658.111220796315
DRR053769	S	27288	Naumovozyma castellii	2	14	11	0.0515427465645213	658.111220796315
DRR053769	G	374468	Nakaseomyces	2	42	7	0.0515427465645213	658.111220796315
DRR053769	S	5478	[Candida] glabrata	2	42	7	0.0515427465645213	658.111220796315
