sample	rank	taxid	name	reads	min	uniq	rpm	rpmm
ERR7342683	S	1280	Staphylococcus aureus	29353	190826	509	1280.10434466185	15004.3372671179
ERR7342683	S	1282	Staphylococcus epidermidis	10	292	199	0.436106818608608	5.11168782309062
ERR7342683	G	1386	Bacillus	2805	29594	1154	122.327962619715	1433.82843437692
ERR7342683	G	1301	Streptococcus	455	4058	523	19.8428602466917	232.581795950623
ERR7342683	S	1313	Streptococcus pneumoniae	2	61	24	0.0872213637217216	1.02233756461812
ERR7342683	S	1747	Cutibacterium acnes	12	291	171	0.52332818233033	6.13402538770874
ERR7342683	S	573	Klebsiella pneumoniae	374	9242	120	16.3103950159619	191.177124583589
ERR7342683	S	562	Escherichia coli	58	683	127	2.52941954792993	29.6477893739256
ERR7342683	G	286	Pseudomonas	67	3330	788	2.92191568467767	34.2483084147071
ERR7342683	S	287	Pseudomonas aeruginosa	9	160	34	0.392496136747747	4.60051904078156
ERR7342683	G	48736	Ralstonia	3	244	57	0.130832045582582	1.53350634692719
ERR7342683	G	13687	Sphingomonas	22	1389	89	0.959435000938938	11.2457132107994
ERR7384866	S	573	Klebsiella pneumoniae	6244	89579	113	178.891450593069	42999.7934026582
ERR7384866	S	562	Escherichia coli	484	4867	375	13.8666659332232	3333.10378073135
ERR7384866	G	286	Pseudomonas	1842	41809	4658	52.7735509276799	12685.0767853454
ERR7384866	S	287	Pseudomonas aeruginosa	6	260	87	0.171900817354006	41.3194683561738
ERR7384866	G	13687	Sphingomonas	179	2524	1168	5.12837438439452	1232.69747262585
ERR7384866	G	48736	Ralstonia	59	2085	765	1.6903580373144	406.308105502376
ERR7384866	G	1386	Bacillus	12937	123882	1839	370.646812351463	89091.6603539701
ERR7384866	G	1279	Staphylococcus	13429	273288	7457	384.742679374492	92479.8567591764
ERR7384866	S	1280	Staphylococcus aureus	12986	264157	2958	372.050669026521	89429.1026788789
ERR7384866	S	29388	Staphylococcus capitis	144	3671	2142	4.12561961649615	991.667240548172
ERR7384866	S	1282	Staphylococcus epidermidis	23	627	443	0.658953133190358	158.391295365333
ERR7384866	G	1301	Streptococcus	128	4479	1479	3.66721743688547	881.481991598375
ERR7384866	S	1313	Streptococcus pneumoniae	4	65	36	0.114600544902671	27.5463122374492
ERR7384866	S	1747	Cutibacterium acnes	1093	19940	4673	31.3145988946548	7527.029818883
ERR7384869	S	573	Klebsiella pneumoniae	25902	846598	157	560.22740967647	133993.419827426
ERR7384869	S	562	Escherichia coli	984	16509	496	21.282672037744	5090.32218014774
ERR7384869	G	286	Pseudomonas	8975	793211	4982	194.117867417432	46428.4975272622
ERR7384869	S	287	Pseudomonas aeruginosa	8	440	108	0.173029853965399	41.3847331719329
ERR7384869	G	13687	Sphingomonas	1807	18510	6820	39.0831182644344	9347.77660521034
ERR7384869	G	48736	Ralstonia	27	1758	447	0.583975757133221	139.673474455273
ERR7384869	G	1386	Bacillus	31185	429634	3023	674.49199948887	161322.862995841
ERR7384869	G	1279	Staphylococcus	3802	63695	5919	82.2324380970557	19668.0944399611
ERR7384869	S	1280	Staphylococcus aureus	3235	44974	870	69.9689471972581	16734.9514764004
ERR7384869	S	29388	Staphylococcus capitis	50	2120	944	1.08143658728374	258.65458232458
ERR7384869	S	1282	Staphylococcus epidermidis	22	1047	422	0.475832098404846	113.808016222815
ERR7384869	G	1301	Streptococcus	42	5923	1402	0.908406733318343	217.269849152648
ERR7384869	S	1313	Streptococcus pneumoniae	1	97	45	0.0216287317456748	5.17309164649161
ERR7384869	S	1747	Cutibacterium acnes	49	2100	848	1.05980785553807	253.481490678089
ERR7431137	G	1386	Bacillus	6	28	22	140.765765765766	68965.5172413793
ERR7431137	G	1279	Staphylococcus	2	21	18	46.9219219219219	22988.5057471264
ERR7431137	S	573	Klebsiella pneumoniae	10	10	1	234.60960960961	114942.528735632
ERR7431137	G	286	Pseudomonas	1	5	5	23.460960960961	11494.2528735632
ERR7431138	G	1386	Bacillus	7	19	17	117.176383936792	48951.0489510489
ERR7431138	G	1279	Staphylococcus	7	33	29	117.176383936792	48951.0489510489
ERR7431138	S	1280	Staphylococcus aureus	3	13	9	50.218450258625	20979.020979021
ERR7431138	G	1301	Streptococcus	1	7	7	16.7394834195417	6993.00699300699
ERR7431138	S	573	Klebsiella pneumoniae	12	13	2	200.8738010345	83916.0839160839
ERR7739008	S	573	Klebsiella pneumoniae	2070	2147	19	65.0118645082393	11367.6926878827
ERR7739008	S	562	Escherichia coli	2	120	41	0.0628133956601346	10.983277959307
ERR7739008	G	286	Pseudomonas	367	3116	1034	11.5262581036347	2015.43150553283
ERR7739008	S	287	Pseudomonas aeruginosa	6	30	21	0.188440186980404	32.9498338779209
ERR7739008	G	48736	Ralstonia	11	79	27	0.34547367613074	60.4080287761883
ERR7739008	G	13687	Sphingomonas	63	386	231	1.97862196329424	345.973255718169
ERR7739008	G	1386	Bacillus	6303	30573	466	197.956416422914	34613.8004887559
ERR7739008	G	1279	Staphylococcus	703	5438	532	22.0789085745373	3860.62220269639
ERR7739008	S	1280	Staphylococcus aureus	668	4951	225	20.9796741504849	3668.41483840852
ERR7739008	S	1282	Staphylococcus epidermidis	5	38	34	0.157033489150336	27.4581948982674
ERR7739008	S	29388	Staphylococcus capitis	4	22	20	0.125626791320269	21.9665559186139
ERR7739008	G	1301	Streptococcus	113	1222	945	3.5489568547976	620.555204700843
ERR7739008	S	1313	Streptococcus pneumoniae	9	42	41	0.282660280470605	49.4247508168813
ERR7739008	S	1328	Streptococcus anginosus	2	13	13	0.0628133956601346	10.983277959307
ERR7739008	S	1747	Cutibacterium acnes	68	785	743	2.13565545244457	373.431450616437
ERR7739009	G	1386	Bacillus	5772	29372	448	170.066238324851	122923.588039867
ERR7739009	G	1279	Staphylococcus	587	3935	469	17.2953710839722	12501.0648266462
ERR7739009	S	1280	Staphylococcus aureus	557	3500	220	16.4114509263586	11862.168838913
ERR7739009	S	1282	Staphylococcus epidermidis	7	93	75	0.2062480367765	149.075730471079
ERR7739009	S	29388	Staphylococcus capitis	1	19	19	0.0294640052537857	21.2965329244399
ERR7739009	G	1301	Streptococcus	153	1686	1285	4.50799280382921	3258.36953743931
ERR7739009	S	1313	Streptococcus pneumoniae	8	38	37	0.235712042030286	170.372263395519
ERR7739009	S	1747	Cutibacterium acnes	62	663	619	1.82676832573471	1320.38504131527
ERR7739009	G	286	Pseudomonas	343	3278	897	10.1061538020485	7304.71079308289
ERR7739009	S	287	Pseudomonas aeruginosa	1	32	16	0.0294640052537857	21.2965329244399
ERR7739009	S	573	Klebsiella pneumoniae	2	63	17	0.0589280105075714	42.5930658488798
ERR7739009	S	562	Escherichia coli	2	63	32	0.0589280105075714	42.5930658488798
ERR7739009	G	13687	Sphingomonas	50	267	153	1.47320026268929	1064.826646222
ERR7739009	G	48736	Ralstonia	4	62	31	0.117856021015143	85.1861316977596
ERR7739010	G	1386	Bacillus	4569	22595	398	159.019545830571	68373.6382138154
ERR7739010	G	1279	Staphylococcus	577	3699	488	20.0819168186123	8634.62229139231
ERR7739010	S	1280	Staphylococcus aureus	548	3285	216	19.0726003753891	8200.6464743206
ERR7739010	S	1282	Staphylococcus epidermidis	5	58	50	0.174020076417784	74.8234167365019
ERR7739010	S	29388	Staphylococcus capitis	1	21	21	0.0348040152835568	14.9646833473004
ERR7739010	G	1301	Streptococcus	93	1066	784	3.23677342137079	1391.71555129893
ERR7739010	S	1313	Streptococcus pneumoniae	3	11	10	0.104412045850671	44.8940500419011
ERR7739010	S	1747	Cutibacterium acnes	72	794	750	2.50588910041609	1077.45720100563
ERR7739010	G	286	Pseudomonas	475	3320	1041	16.5319072596895	7108.22458996768
ERR7739010	S	287	Pseudomonas aeruginosa	3	16	11	0.104412045850671	44.8940500419011
ERR7739010	S	573	Klebsiella pneumoniae	5	82	17	0.174020076417784	74.8234167365019
ERR7739010	S	562	Escherichia coli	3	89	37	0.104412045850671	44.8940500419011
ERR7739010	G	13687	Sphingomonas	83	573	319	2.88873326853522	1242.06871782593
ERR7739010	G	48736	Ralstonia	5	57	19	0.174020076417784	74.8234167365019
ERR7739011	G	1386	Bacillus	6055	30045	343	195.907300741973	101593.959731544
ERR7739011	G	1279	Staphylococcus	857	5018	662	27.7279201875922	14379.1946308725
ERR7739011	S	1280	Staphylococcus aureus	816	4490	252	26.4013802486292	13691.2751677852
ERR7739011	S	1282	Staphylococcus epidermidis	7	72	65	0.226482428603437	117.44966442953
ERR7739011	S	29388	Staphylococcus capitis	2	31	31	0.0647092653152676	33.5570469798658
ERR7739011	G	1301	Streptococcus	133	1323	959	4.30316614346529	2231.54362416107
ERR7739011	S	1313	Streptococcus pneumoniae	2	8	7	0.0647092653152676	33.5570469798658
ERR7739011	S	1747	Cutibacterium acnes	120	1311	1116	3.88255591891606	2013.42281879195
ERR7739011	G	286	Pseudomonas	1011	5251	1026	32.7105336168678	16963.0872483222
ERR7739011	S	287	Pseudomonas aeruginosa	3	18	13	0.0970638979729014	50.3355704697987
ERR7739011	S	573	Klebsiella pneumoniae	6	58	21	0.194127795945803	100.671140939597
ERR7739011	S	562	Escherichia coli	3	61	33	0.0970638979729014	50.3355704697987
ERR7739011	G	13687	Sphingomonas	71	372	244	2.297178918692	1191.27516778523
ERR7739011	G	48736	Ralstonia	6	76	21	0.194127795945803	100.671140939597
ERR950219	S	562	Escherichia coli	20610	28144	2088	958.627212342765	12375.2789841823
ERR950219	S	573	Klebsiella pneumoniae	11005	12941	486	511.872511976328	6607.95464439237
ERR950219	G	286	Pseudomonas	32857	181913	4743	1528.26852576158	19728.9927988005
ERR950219	S	287	Pseudomonas aeruginosa	505	2293	94	23.4889249021396	303.227359874434
ERR950219	G	48736	Ralstonia	444	2212	96	20.6516488248514	266.599896602472
ERR950219	G	13687	Sphingomonas	5834	35076	864	271.355223522935	3503.02656932168
ERR950219	G	1279	Staphylococcus	30863	137749	251	1435.52215694007	18531.6950649597
ERR950219	S	1280	Staphylococcus aureus	30224	133464	108	1405.80052721241	18148.0073759305
ERR950219	S	1282	Staphylococcus epidermidis	66	188	8	3.06983969018062	39.629714359827
ERR950219	S	29388	Staphylococcus capitis	12	108	9	0.55815267094193	7.20540261087764
ERR950219	G	1386	Bacillus	4493	12321	363	208.981662545174	2697.8228275561
ERR950219	G	1301	Streptococcus	511	2152	117	23.7680012376105	306.830061179873
ERR950219	S	1313	Streptococcus pneumoniae	19	19	1	0.883741728991389	11.4085541338896
ERR950219	S	1328	Streptococcus anginosus	2	3	1	0.0930254451569884	1.20090043514627
ERR950219	S	1747	Cutibacterium acnes	1870	16067	527	86.9787912217841	1122.84190686176
ERR950220	G	48736	Ralstonia	481	2241	243	16.9939005322624	482.014640818924
ERR950220	S	562	Escherichia coli	5900	9200	1195	208.449091767875	5912.4456981947
ERR950220	S	573	Klebsiella pneumoniae	2953	3932	357	104.330536947549	2959.22917741847
ERR950220	G	286	Pseudomonas	35434	196904	16573	1251.89578266151	35508.7459101408
ERR950220	S	287	Pseudomonas aeruginosa	622	1983	216	21.9754805219692	623.312071911373
ERR950220	G	13687	Sphingomonas	5185	27507	2158	183.187888273972	5195.93744832873
ERR950220	S	1747	Cutibacterium acnes	1377	13188	1763	48.6498981973499	1379.90469939222
ERR950220	G	1279	Staphylococcus	17228	76363	398	608.671347962196	17264.3414387285
ERR950220	S	1280	Staphylococcus aureus	16808	73622	176	593.832599056687	16843.4554737723
ERR950220	S	1282	Staphylococcus epidermidis	24	72	7	0.847928508886273	24.0506265689276
ERR950220	S	29388	Staphylococcus capitis	1	10	10	0.035330354536928	1.00210944037198
ERR950220	G	1386	Bacillus	3256	11503	457	115.035634372238	3262.86833785118
ERR950220	G	1301	Streptococcus	404	2440	315	14.2734632329189	404.852213910281
ERR950220	S	1328	Streptococcus anginosus	3	20	2	0.105991063610784	3.00632832111595
ERR950220	S	1313	Streptococcus pneumoniae	1	15	3	0.035330354536928	1.00210944037198
ERR950222	S	562	Escherichia coli	26848	36901	2405	1139.21386011847	20097.613558104
ERR950222	S	573	Klebsiella pneumoniae	13525	16050	548	573.892560269009	10124.4123723688
ERR950222	G	286	Pseudomonas	34675	161508	5476	1471.32898538469	25956.6727550379
ERR950222	S	287	Pseudomonas aeruginosa	929	2777	130	39.4193115334498	695.421744468066
ERR950222	G	48736	Ralstonia	638	2744	103	27.0716046914327	477.58780728808
ERR950222	G	13687	Sphingomonas	4216	36494	823	178.893237271286	3155.97209330179
ERR950222	G	1279	Staphylococcus	41613	187431	283	1765.72207840845	31150.253016738
ERR950222	S	1280	Staphylococcus aureus	41200	184136	134	1748.19766972888	30841.0935113932
ERR950222	S	1282	Staphylococcus epidermidis	37	469	21	1.569983344174	27.6970985417852
ERR950222	S	29388	Staphylococcus capitis	35	378	12	1.48511937962405	26.1999580800671
ERR950222	G	1386	Bacillus	3350	10526	363	142.147140621159	2507.71027337785
ERR950222	G	1301	Streptococcus	757	5684	262	32.1210105821545	566.667664760308
ERR950222	S	1313	Streptococcus pneumoniae	29	159	9	1.23052748597421	21.7085366949127
ERR950222	S	1747	Cutibacterium acnes	4096	39192	1404	173.801399398289	3066.14366559871
ERR9627488	G	1386	Bacillus	32346	433924	944	1114.11574941385	376330.700050029
ERR9627488	G	1279	Staphylococcus	5534	75532	4493	190.611406580606	64385.5219834557
ERR9627488	S	1280	Staphylococcus aureus	4913	65327	637	169.221872159472	57160.4751544485
ERR9627488	S	1282	Staphylococcus epidermidis	72	1518	1116	2.47994601984163	837.686588870403
ERR9627488	S	29388	Staphylococcus capitis	2	33	23	0.0688873894400454	23.2690719130667
ERR9627488	G	1301	Streptococcus	940	34808	8169	32.3770730368213	10936.4637991414
ERR9627488	S	1328	Streptococcus anginosus	40	391	297	1.37774778880091	465.381438261335
ERR9627488	S	1313	Streptococcus pneumoniae	6	46	41	0.206662168320136	69.8072157392002
ERR9627488	S	1747	Cutibacterium acnes	84	5127	3963	2.89327035648191	977.301020348803
ERR9627488	S	562	Escherichia coli	649	3269	2289	22.3539578732947	7550.81383579016
ERR9627488	S	573	Klebsiella pneumoniae	9	891	103	0.309993252480204	104.7108236088
ERR9627488	G	286	Pseudomonas	402	47557	11930	13.8463652774491	4677.08345452642
ERR9627488	S	287	Pseudomonas aeruginosa	6	248	156	0.206662168320136	69.8072157392002
